Batch_ID,Brew_Date,Beer_Style,SKU,Location,Fermentation_Time,Temperature,pH_Level,Gravity,Alcohol_Content,Bitterness,Color,Ingredient_Ratio,Volume_Produced,Total_Sales,Quality_Score,Brewhouse_Efficiency,Loss_During_Brewing,Loss_During_Fermentation,Loss_During_Bottling_Kegging
265580,2020-03-17 14:11:11,Sour,Bottles,Marathahalli,15,15.860876881188332,4.840453894379174,1.0582379516780471,5.668500355809629,50,18,1:0.21:0.14,2118,9968.899910838494,6.99408750233984,78.76027853360534,2.507844706550544,2.9229101657575587,1.61190394346237
1954588,2020-04-29 00:26:51,Pilsner,Bottles,Indiranagar,19,23.030903356501074,4.5133847657582695,1.0564448831838218,4.76178369227913,28,9,1:0.50:0.16,2768,3416.1611533849955,9.550888452149398,76.51239198954289,3.8376459061414017,4.945869907996151,2.948022776053732
6163815,2020-04-17 02:18:34,Wheat Beer,Kegs,Electronic City,16,17.175466039866308,4.695364168254291,1.0495539465481625,4.902609643750051,22,11,1:0.43:0.18,1297,4858.166228824215,9.709611662541052,89.74104045069282,2.114419949222557,4.118630678278107,2.067001424038554
5669542,2020-05-19 02:08:43,Stout,Bottles,Koramangala,16,24.676435612653314,4.650271875480564,1.044211669451013,5.342062868625421,59,7,1:0.48:0.29,1004,2452.3257641745745,6.738886475362973,71.39213240571655,4.061027686819585,4.977541402876454,3.160095679978136
7165983,2020-04-25 16:40:42,Sour,Cans,Jayanagar,18,15.501424950462306,4.595580083791079,1.0599024429015549,5.18444145270031,24,14,1:0.24:0.11,2311,2139.276207433757,7.391133217096929,75.79233728329099,4.921558987893057,3.644888116176144,3.850712580076224
7470269,2020-03-17 02:09:26,Wheat Beer,Pints,Malleswaram,18,21.379058323660114,5.372473843435989,1.0306724321385758,5.593050040052272,41,6,1:0.36:0.19,4024,6933.91138917142,9.886473605001314,81.43982833694199,1.4404146321900262,4.336890194087889,3.968044268200453
2659444,2020-03-30 01:40:00,Sour,Cans,Yelahanka,12,22.14402762447338,5.091905727451169,1.0646513326251044,5.208448593345455,50,12,1:0.32:0.17,1215,2835.4033098876844,7.442775588076726,82.97907124837174,3.8063286214855943,4.705919211821899,4.799555760101608
5136820,2020-04-23 22:39:26,Porter,Pints,Yelahanka,10,20.73661377231885,5.458836587676353,1.0601745292162486,5.214932649709224,53,10,1:0.35:0.19,4091,2397.729309134753,8.223090330878613,81.8606651261039,2.196268124936871,3.003149830159953,2.8979063817154302
1770212,2020-05-14 04:13:04,Wheat Beer,Cans,Malleswaram,13,24.76534933980289,5.147458199535895,1.0656142415593637,4.924218471449947,47,14,1:0.34:0.23,4985,4059.0327616720874,8.59570749116739,84.54375471566489,2.0602995112696005,2.3537778295860643,1.4165370979777592
798477,2020-03-21 19:41:20,Ale,Pints,Rajajinagar,10,19.562255760706165,4.658309128712283,1.0321506402560028,5.667465899424917,47,14,1:0.25:0.16,3633,12067.247287697206,6.489449338292169,88.20599485939279,1.5102072201895034,1.7948143315423293,4.744436500734359
2878840,2020-04-17 05:28:12,Porter,Pints,Jayanagar,15,19.839081998785677,5.462029739357937,1.0679273707481332,5.716402566243952,33,15,1:0.28:0.13,2207,10421.607103903185,8.737972510451563,74.60290126418047,4.142264972408888,4.258704366003034,2.5215272520848413
6451372,2020-03-14 22:23:49,Lager,Bottles,Yelahanka,10,22.227065239197813,4.670050609635434,1.0573680844875843,5.258883988538639,54,6,1:0.21:0.12,2735,4731.453184654126,9.56856494853022,86.79341948532459,4.864379297352989,3.7231140450396216,3.8031840687855674
9835028,2020-04-13 05:52:51,Lager,Pints,HSR Layout,17,17.20576441129206,5.125501452073343,1.0503819704021131,5.216222242911393,23,15,1:0.38:0.29,3312,13427.434252145094,8.27716536662782,86.90464453758712,3.851599212862797,2.1407743713500103,3.921369358424288
894797,2020-04-08 09:20:27,Stout,Pints,Rajajinagar,13,24.870173649444062,5.245003010299177,1.0419580239802282,5.099592750227527,40,15,1:0.40:0.21,3454,12912.95817985238,9.24067023137152,72.52344525964925,1.4070467850098556,3.9597682230767752,2.805067948093568
4806480,2020-05-10 16:01:52,Lager,Bottles,HSR Layout,19,19.52102349094585,4.651793806208351,1.034162158734053,5.554394845861911,22,6,1:0.33:0.23,3483,18769.42691344027,7.791733853079544,72.66027028151653,4.866529349766188,1.2636753854211014,1.1552956162653558
7094369,2020-05-08 10:36:45,Pilsner,Cans,Marathahalli,19,22.72536567269587,4.738517928126805,1.0688869188973844,5.960672449923548,45,11,1:0.49:0.21,946,7258.107240602117,8.4487755989129,81.55857731636493,4.741415817286119,2.5732765938071305,4.226517608364124
7749371,2020-03-19 16:33:36,Lager,Kegs,Whitefield,19,24.335583770225085,4.513199350470815,1.067965178131294,4.823373121160423,51,15,1:0.39:0.14,1714,8604.508508843504,8.495614293887432,78.47674226444806,2.421989830519305,4.512294403689609,1.6610104889143993
1830113,2020-04-01 18:14:16,IPA,Pints,Malleswaram,12,23.601111035354894,4.886161365516568,1.077611827935912,5.080864969070079,49,14,1:0.27:0.17,3449,13469.45241207922,6.318835448302465,70.05127287847996,4.1788983328974325,4.579930047987935,4.954009422595584
7493095,2020-05-15 15:53:19,Porter,Pints,Malleswaram,15,22.745647798733145,4.518697352545046,1.030797098074161,4.55491981259334,32,9,1:0.22:0.18,4582,10184.950135234569,9.088286639637282,84.67742977595582,2.5546519850413505,1.287878998405887,2.2305750947363467
9286883,2020-03-16 18:48:32,Lager,Pints,HSR Layout,19,17.14283392869371,4.779361958903161,1.0778113627755646,4.952748693300221,48,10,1:0.36:0.17,3379,18272.77742274121,9.094361625725696,84.65443992126532,1.621367599601716,3.563072118960928,2.540964658341424
3624327,2020-04-26 14:43:48,Wheat Beer,Cans,Marathahalli,12,16.484579769992763,5.315333023618521,1.0619654702220818,4.672534704533556,55,10,1:0.21:0.29,3834,8323.134870239368,6.576851105932004,70.33226965939491,4.798282461312864,1.718049080970014,2.531225486868032
3427042,2020-04-12 23:09:44,Porter,Bottles,Jayanagar,11,17.26776106520724,5.375920918487483,1.0440023701879322,5.128198000948354,42,12,1:0.34:0.26,3267,3587.3044469979423,8.37667012923981,87.69494386979588,3.112049144233569,3.817800894675713,1.306738817860562
7217987,2020-05-02 00:38:50,Sour,Kegs,Electronic City,17,22.231608273190677,4.6945990425995,1.0697670992831527,5.719137421721626,47,17,1:0.45:0.19,4816,8107.066179562861,8.563020591881415,88.8214541098666,4.728400994205504,2.575283602477385,4.629512441685548
9349966,2020-04-11 19:56:34,Porter,Kegs,Indiranagar,18,20.27014007026215,5.359245267680104,1.0586940361310548,4.889296509461427,34,8,1:0.37:0.23,3395,8435.561961865515,7.688290799863147,72.26497031943549,4.344947200836064,2.848888777535877,4.845639406988632
1127482,2020-06-10 07:52:51,IPA,Pints,Marathahalli,17,16.495672315002686,4.925764015969922,1.0563320581853632,5.528527711281878,41,6,1:0.25:0.13,2127,8902.69447428677,6.833752336197102,80.49964095634543,2.596120003789333,2.583164835145709,1.2844054030866952
7258365,2020-06-24 07:08:11,Lager,Cans,Jayanagar,17,20.21411555507004,4.876859043321331,1.053659556912523,5.978696178176189,30,19,1:0.22:0.12,2763,4205.712926127148,9.481239685345534,80.52213615012577,2.077406408801429,3.785809619191895,4.201216556909257
4226303,2020-06-15 14:21:55,Sour,Kegs,Jayanagar,11,20.60337502196288,5.35590663574331,1.0580494461064411,5.555361713940946,44,19,1:0.37:0.16,1254,14190.34373556236,9.33290917868029,80.08708067364653,4.36130924182222,4.186764947047572,2.202033372038002
4806838,2020-06-14 12:42:22,Porter,Kegs,Koramangala,17,24.405794945404995,5.486051290434556,1.0386550592607555,4.866356455217164,52,5,1:0.44:0.10,1531,6576.051520304568,6.324147548561443,75.78852500929186,2.0403734785221856,1.494304155908543,1.9943483879159745
126101,2020-07-24 18:54:26,Pilsner,Kegs,Marathahalli,17,15.213249804732884,5.0592034946395605,1.057962201412299,4.976855296370336,41,10,1:0.30:0.10,1932,13308.417155667408,8.878481723026923,85.42839979867524,4.430258110344021,4.450820541122731,3.6502159718365954
522333,2020-06-18 23:28:38,Lager,Bottles,Marathahalli,16,19.03445835058399,5.120530089639423,1.0431686346381572,5.509465164641089,24,13,1:0.37:0.25,2310,13806.883331181132,7.230042760106021,73.73998948116827,3.110935512389093,1.9763646659489984,3.312987319255512
5382285,2020-06-26 15:47:00,IPA,Kegs,HSR Layout,17,16.70409883760381,5.395943111891629,1.041938642968869,5.752368368628388,23,11,1:0.31:0.27,2403,13125.538132415824,7.97173162534504,74.41721770140317,3.3880899599433945,2.429235640313899,2.899993919676006
542207,2020-07-29 16:36:27,IPA,Bottles,Rajajinagar,16,22.23138527054035,5.167814258819508,1.0441604833905016,5.748948168883758,58,13,1:0.42:0.26,2308,7485.087693237829,6.13313181601468,79.80364562532466,2.189076639488795,1.9807614210351816,1.6512357367643928
5726559,2020-05-27 03:46:15,IPA,Kegs,Whitefield,10,23.148444764694588,4.62345086260372,1.0531315030446038,5.3329170221156605,21,17,1:0.43:0.27,4728,16051.82637465423,6.096603632117986,72.27460839707096,3.756221747419501,4.963017748392346,4.791436554387268
2927625,2020-07-20 22:32:58,Pilsner,Cans,Indiranagar,13,15.444689555660691,4.8458378431124745,1.0638031181686938,5.292362882386364,37,10,1:0.26:0.23,3498,16030.253090909457,8.620040610856078,81.74353798263502,3.643930784730144,1.4568515308601544,2.124537014908152
4497045,2020-08-03 01:25:14,Porter,Cans,Malleswaram,12,15.74954525691208,4.586101578982187,1.0505038963984674,5.217954981894529,50,10,1:0.38:0.21,2504,8195.595842537125,8.872504616897926,77.30045093460357,3.232556196965445,4.555118461831646,1.0056895187642765
6909466,2020-07-10 06:08:14,Ale,Cans,HSR Layout,12,21.8520038145263,4.812679921729647,1.0789893188132738,5.311043273145393,33,15,1:0.49:0.29,2790,9033.022587545467,9.151414214844708,85.69202613592458,4.88667283486292,4.712962561100616,3.526087743349714
8665882,2020-06-28 20:12:48,Ale,Kegs,Koramangala,19,18.961374882842883,5.05135583316838,1.0643113472583428,5.245250821008701,48,13,1:0.41:0.26,3091,3098.2967896203268,7.339279113651999,70.04525039568041,3.2532521406660693,4.685490232164042,3.960658702679208
496268,2020-06-25 16:36:56,IPA,Kegs,Koramangala,14,23.82614561770336,4.720729275174076,1.058213109939508,5.4055388537277,47,18,1:0.23:0.21,4911,14146.429979748784,9.871443693157012,81.01670218700143,1.383259548901675,3.9859118075049302,4.424507171941936
1175351,2020-06-10 03:10:14,IPA,Bottles,Malleswaram,12,24.411561156763774,5.138305738595774,1.0351988028463015,5.804960646454108,28,10,1:0.31:0.20,2276,3277.613022181388,9.544137618909016,87.30591549486466,4.731172883859035,2.200571095068918,2.8599172322056057
8182395,2020-07-26 09:07:16,IPA,Cans,Whitefield,12,19.17316246766542,5.3818355736281625,1.0508781946775292,4.588959098097192,33,9,1:0.47:0.29,4315,18930.97040759831,7.361273370940724,84.60695422704978,2.195012821000204,4.3362777474617324,1.725059346617534
1963666,2020-06-07 01:22:29,Ale,Kegs,Rajajinagar,19,19.500459504634705,4.932647013113051,1.0600075799618995,4.525588665763681,36,18,1:0.45:0.24,2767,11803.658332804083,9.079157031680475,79.03132789461785,1.2399664555769987,3.860501544878505,4.817048298315154
4612232,2020-07-05 05:48:23,Porter,Bottles,HSR Layout,12,15.92383408243622,5.399147725826658,1.03887560928549,5.1662629994140845,43,14,1:0.39:0.28,1682,6690.810741861326,8.909422486678643,76.95365448668116,3.747409269387798,1.3047613053729763,1.7112418478100198
7206669,2020-06-14 15:58:31,Sour,Pints,Jayanagar,16,21.53449780500724,5.439587331208503,1.0758865613656627,5.388070059093248,44,14,1:0.39:0.15,3500,3857.3153785334966,7.535181143119193,75.62786743473033,3.746237674247861,4.996633563824275,3.8565264703362496
6715551,2020-06-28 19:46:37,Wheat Beer,Kegs,Jayanagar,19,22.015929247749312,4.877528239191104,1.0417436342092516,5.266913439578849,33,5,1:0.42:0.18,4227,5127.77112811011,7.8002258612846465,71.50883930120845,3.784496961278183,1.60009024970575,2.27135886169986
1936896,2020-07-09 19:02:43,Stout,Pints,HSR Layout,14,24.868289200263995,4.677876053233173,1.073139684635141,4.527750517114297,30,18,1:0.36:0.17,1350,7229.673990981695,6.500498937452779,89.96161273383254,1.4272375672924849,4.006941737705409,1.2505155188983434
1436335,2020-06-23 13:08:40,Ale,Cans,Koramangala,10,16.505281813125574,5.419491974097018,1.0714878508573098,5.161880608314124,43,6,1:0.34:0.16,995,2806.9595462331235,8.430823420165064,76.43685951771988,1.4665405501339293,4.654213862279815,4.086664656025345
4706591,2020-06-20 11:48:17,IPA,Pints,Koramangala,11,18.2231892339664,5.385488343098872,1.0757643469360565,5.980932737893373,28,16,1:0.49:0.11,1123,14890.36506679504,9.958587791604312,87.98396644357373,1.3202815323246693,1.862381033608301,4.525644042092502
2636004,2020-06-06 05:04:37,Pilsner,Bottles,Yelahanka,17,20.482689973599623,4.50075640014909,1.0347527020913638,4.646204731395859,40,10,1:0.29:0.25,4436,5515.864621345262,9.984939527771592,82.82429335822611,4.152925917279282,1.436727949440782,3.0219508298046422
788541,2020-07-31 05:16:59,Sour,Cans,Electronic City,15,21.181822879501773,5.472960381684795,1.0371137304471671,5.022127694582086,38,19,1:0.35:0.10,2151,12980.8210800843,6.644535264810744,86.15540486765704,4.29125301571286,3.113253065552977,4.382658603767746
5003045,2020-06-12 13:15:14,Stout,Kegs,Rajajinagar,19,20.30601506925705,4.742342021926733,1.045410776277075,5.7282758509461,28,13,1:0.24:0.24,4735,15383.325053656465,8.262390364816241,81.04078716022121,4.602820719018355,4.656992624145532,3.1841010719291063
4774202,2020-05-26 16:31:30,Stout,Pints,Jayanagar,19,20.865394011117324,4.797053413544215,1.0530837627638174,5.671230293039267,42,19,1:0.50:0.20,2212,13218.618903095628,9.899073403673732,79.15674293567037,2.61981961006092,4.074387041554131,2.9984145092688803
7377413,2020-06-18 05:14:46,Sour,Bottles,Whitefield,12,19.04109624388399,5.373285041070946,1.0446890648434506,5.6360227245958505,40,14,1:0.45:0.25,4385,12105.885754143805,6.109430636850037,71.86697285796615,3.869956644540889,1.4898135848781635,1.6588921350465506
2977529,2020-07-26 22:24:39,Ale,Pints,Marathahalli,13,20.81473462517172,5.094306147648525,1.0433427880797128,5.117340355315438,32,17,1:0.26:0.26,2690,5349.447211370335,8.361529503694083,75.90007221405097,4.328205842423435,1.4703447413724682,4.273178710165363
9739882,2020-07-02 11:50:54,Stout,Kegs,Rajajinagar,14,15.995476746509324,5.14879933957655,1.0371808232078952,4.827380159016235,28,17,1:0.30:0.21,3239,8446.45226083936,7.344042167699456,80.85117533252418,2.500013824444499,2.1433829530247515,1.755551351310633
3173284,2020-06-06 22:43:12,Sour,Cans,Rajajinagar,14,23.846898521140616,4.586188669480187,1.0403488202129485,5.367902215061429,39,8,1:0.24:0.21,2400,5046.170780971849,6.4736051769308,81.1536019918911,4.939103063275674,3.5395605538734327,1.0935369116370808
2260520,2020-07-03 00:53:36,IPA,Kegs,Koramangala,16,18.04864068494612,4.596389962656497,1.0367982367012358,5.976369946572281,56,19,1:0.27:0.22,2707,10195.07238783531,8.882664134597713,70.8076449942822,3.4550951155394625,2.90603355945017,4.225820712170503
4825437,2020-06-28 06:22:30,Wheat Beer,Kegs,Koramangala,14,19.289331557978784,5.334479383308921,1.0593156029191464,5.051637294872575,35,11,1:0.45:0.23,1003,10620.147440160394,9.679514408755615,80.78119812562296,2.589176397565217,3.607370546853189,1.4073454503642284
8261930,2020-06-06 20:29:45,Ale,Kegs,Electronic City,11,23.64026751177635,4.727512823602098,1.0305432538279196,4.556501410914911,26,10,1:0.47:0.26,1273,13480.194953994656,7.827048737546592,79.49302577709959,1.1812340543196664,4.407817536747001,4.199400336761936
611431,2020-06-21 07:53:11,Porter,Pints,Koramangala,14,17.17940740868424,5.234485810036302,1.046106528415523,5.857676802057346,39,6,1:0.47:0.27,2582,2318.4942903587767,7.283363889625457,73.29730993839102,3.555596281926628,4.7993971584766495,4.704081366448227
22656,2020-07-27 19:04:17,Pilsner,Pints,Rajajinagar,12,23.53400248381378,5.226299417662493,1.0456838609969523,5.407160448445726,30,7,1:0.23:0.25,1841,7942.807019502312,7.744395652017827,70.45191916727354,1.0581580611791075,1.6987049616074277,4.013543317452497
1375450,2020-07-29 20:13:09,Pilsner,Pints,Koramangala,18,24.27382045802121,4.648080573492765,1.0436425719260516,5.6906274646773,45,6,1:0.20:0.15,958,14791.498176597264,6.937910988284587,83.55412640745897,2.9603614203238773,3.7113269647070144,2.4794377709875524
3118607,2020-06-15 01:50:35,Pilsner,Bottles,Jayanagar,12,18.78184410193189,5.039928627746432,1.0459606899860687,5.364073292044269,32,12,1:0.27:0.12,1648,14844.517673247698,8.511783378376448,72.88688923184847,1.9400909337731669,3.163666645244477,4.896580126403936
4081155,2020-07-30 11:14:02,Wheat Beer,Cans,Whitefield,12,16.727718292118922,5.352850159750024,1.0730919369293974,5.346155396915731,48,5,1:0.50:0.23,2880,9224.12298769979,9.200915004853009,80.3832336408885,1.7954929765268348,1.7858034229624145,4.890778868990184
3714142,2020-07-03 16:09:01,Wheat Beer,Cans,Malleswaram,17,18.85004897145968,4.510596319885527,1.0746849940947112,5.339153385917873,38,9,1:0.25:0.10,3322,18400.569890018556,9.790038736567835,83.91624949871397,2.207208283500821,2.8912801153808614,1.7453353439571622
2737170,2020-07-14 19:02:20,Sour,Bottles,Koramangala,11,17.705996366765625,5.082908727888296,1.0528921004889935,5.471409449352679,38,8,1:0.47:0.23,3754,18421.00644016954,6.2280367844265125,80.09459629565173,2.7866757413379126,4.703874416697079,4.382659907164274
2059921,2020-06-01 09:37:05,Ale,Kegs,HSR Layout,18,22.29147950721888,5.301096093838228,1.039250239332671,5.909731757314757,24,9,1:0.41:0.19,3896,12355.749107077354,9.19919796875052,76.70950424452502,1.4914738103494811,1.533902641384183,3.1495994750393783
7339037,2020-07-01 02:58:02,Pilsner,Pints,Yelahanka,19,17.45165777221554,4.5157420252362055,1.0643462408765827,5.623379291406829,38,6,1:0.31:0.23,2114,17387.44287593741,8.803109756906014,82.61535955268445,2.705080950732133,3.2680680969403118,2.792585936953668
2088993,2020-07-11 02:35:39,Sour,Pints,Electronic City,14,18.172176813138748,5.423327790436234,1.0659435928887029,5.819345248297886,39,13,1:0.42:0.20,4049,14581.402431763994,6.209862798908368,72.62862023307136,3.962328584610768,3.4575512166311757,1.1529357038024068
4637179,2020-07-09 05:56:32,Ale,Bottles,Whitefield,12,22.65465828598015,4.89253507192677,1.0663663397015926,5.246479311421097,57,7,1:0.21:0.25,3703,2035.433163519894,6.515857384483407,89.55654185506828,4.505329489503666,2.8360889410264094,2.9579748533391768
5339058,2020-06-22 07:14:13,Pilsner,Pints,Malleswaram,15,19.020287346563485,5.150969895231595,1.0765881701097164,4.871107230609333,43,13,1:0.42:0.10,4266,14271.127611636191,6.467254940465517,87.66961404131494,4.811154847468595,1.2892988284763067,3.9219899313934135
3939601,2020-06-16 20:42:01,Stout,Pints,HSR Layout,18,20.11756184294301,5.1810796960727,1.0666027989724969,5.737980200074698,43,12,1:0.47:0.15,4422,17857.569322280993,6.853171893532595,70.47752372758286,2.875383147305936,4.070725775435657,4.080904313684007
4831476,2020-07-11 18:27:23,Porter,Kegs,Yelahanka,17,24.09278128172189,4.709558794218588,1.0380221199885569,4.630266802614228,50,17,1:0.23:0.17,1049,2291.561964604699,7.962572239390687,74.58492735886556,4.582473567730545,1.3867880159223738,4.422078494247075
9015109,2020-06-07 16:35:42,Wheat Beer,Bottles,Electronic City,15,18.589492308738084,5.00050555257641,1.0466692234091737,4.891339964434966,49,13,1:0.33:0.18,4195,12376.491140147882,8.804218147339231,84.03792657270105,1.9918851975618272,4.011970122017436,1.0858087675351666
3059627,2020-06-14 15:26:37,IPA,Bottles,Yelahanka,11,18.1348826679921,4.536705455406302,1.0681098533512934,5.207461134836115,38,5,1:0.33:0.24,2664,6160.208112762329,9.288272442181144,71.30509100164686,1.0439146607666152,3.200276001150323,3.9148944636946728
3195549,2020-07-03 00:17:12,Ale,Bottles,Yelahanka,16,20.03773226685368,4.7199275399807785,1.063683972805362,4.623312721518578,57,9,1:0.40:0.25,1025,19956.42204211473,9.196497930022318,89.7519710604032,4.009770900390219,2.372367671461986,3.310476933084555
1124595,2020-06-29 03:02:34,Pilsner,Pints,HSR Layout,17,23.83499342786703,5.440687135202499,1.0551253258527309,4.518068992980546,26,9,1:0.45:0.16,3640,7367.254034299397,7.051156938106594,81.05764664836892,2.673440928821321,2.3829373383957524,4.668269427899532
3219324,2020-06-26 12:22:55,Porter,Kegs,Marathahalli,12,20.98486511161244,4.981915232309871,1.0425404430714933,4.744466514616556,27,12,1:0.49:0.13,4783,5811.086072288726,8.059338170060306,89.44876772273972,1.2133190212376488,4.497357577951462,2.765452968971595
2338526,2020-07-23 05:43:26,Lager,Pints,Koramangala,17,20.43495267774331,4.896900830777117,1.0584507298324457,4.659200291173769,26,7,1:0.37:0.30,1278,6314.837837548144,9.822000476715544,70.61455534898262,3.568024903614577,1.4772736569223677,1.8551229374672675
8825083,2020-06-09 14:47:01,Porter,Cans,Marathahalli,17,20.44523428287236,5.122284804952027,1.0660547552536206,4.730772166485552,43,10,1:0.21:0.22,2260,13711.66498196508,7.958854331418962,89.82338918748763,2.6070884208709164,4.193706924250833,4.447811413772886
4890139,2020-06-28 21:02:35,Porter,Bottles,Marathahalli,13,18.280568127792822,4.57478800861446,1.0796591710578358,5.558789301087473,54,9,1:0.36:0.27,2729,8100.505413451126,6.431177642378309,83.03138467693059,4.508573694207779,2.153204167495657,3.2887320927984773
9914197,2020-07-03 07:04:46,IPA,Kegs,Malleswaram,17,24.24039806864313,4.925398426500854,1.065351653105871,4.813049060108188,58,13,1:0.28:0.16,1677,7020.364589603728,7.530769228904967,70.9704913205689,1.7432175134172594,2.617547753327894,4.89712799201639
1073046,2020-08-04 03:12:17,Wheat Beer,Cans,Rajajinagar,12,24.08300462748963,4.589541842499074,1.0440620146977275,4.625508259206194,56,13,1:0.37:0.24,3949,13792.288715709754,8.123129251088269,72.07046199462637,1.1095900978285838,2.075373516346633,2.2596099563831
2882758,2020-08-01 15:40:36,Stout,Kegs,Electronic City,18,22.045186125876647,5.028535259133327,1.0662471775784397,4.79433221100655,23,7,1:0.35:0.19,1206,7462.216756804416,7.890202649939878,79.88253063383735,4.5324738615765865,2.4185072206553637,4.497678461668432
701434,2020-06-28 00:29:04,Lager,Cans,Marathahalli,18,24.08189068583083,5.274327007821853,1.035901882977579,5.560713720763207,21,7,1:0.39:0.26,4716,16031.167716281723,6.281590884657345,89.45645024075128,2.0612893938108607,3.76502779328911,2.071537551158526
4485790,2020-07-26 14:55:03,Wheat Beer,Bottles,Electronic City,12,17.95813105496865,5.13847957410885,1.0386688788991614,5.562513438835947,58,12,1:0.42:0.14,1506,8673.92175466205,7.066968200277296,86.50681825583885,3.612639969751347,3.7269269122166,4.680041473443419
2001895,2020-07-20 08:04:24,Stout,Pints,Jayanagar,13,16.597866854532867,5.390014950178844,1.0473358289851686,5.797105678734411,42,8,1:0.24:0.17,3445,10926.08480370776,6.1028790848871,81.56817729760611,3.673747539445623,1.6731552817956137,2.4098701378404632
236184,2020-07-06 15:02:53,Porter,Cans,Electronic City,19,20.895808524014324,4.826898646893154,1.069921726290604,5.1371550083919,42,12,1:0.31:0.29,3865,13022.144590469356,8.275892551400993,76.94500202444486,1.3946450611056491,3.2478452275568426,1.493147875902645
9857048,2020-06-10 20:43:43,Sour,Kegs,Malleswaram,10,16.82710921592068,4.549084681174497,1.0639227090139227,4.661383258633952,45,13,1:0.31:0.30,1382,19853.17064610452,8.404377636875152,88.54711874700693,3.302552950739868,4.376984905550705,3.840176924977063
8605600,2020-06-15 04:24:16,Sour,Cans,Electronic City,13,20.974842151786003,5.224423296839537,1.066562946255782,5.474305899200295,38,18,1:0.37:0.14,1580,11735.63198546802,9.449047703138028,77.39395781337313,1.8799742656188323,4.70717302276107,2.9859363264814864
5962032,2020-06-09 17:30:30,Stout,Cans,Yelahanka,13,17.39100857135467,5.393031317278386,1.0638790014459536,4.646267951173049,20,5,1:0.24:0.11,624,1197.4264464675884,6.71087483515328,88.87432667029562,4.805939669842253,1.4235973871161225,3.843208680496295
5289716,2020-07-06 21:03:23,IPA,Cans,HSR Layout,11,16.145868097056304,5.3039917525841735,1.0638044066682446,4.5080758969374495,29,9,1:0.27:0.28,2956,17636.45584159488,7.353282661031902,73.68964080843406,1.6560346782084443,3.316750916282297,1.3359527758262026
7326343,2020-06-19 15:49:21,Wheat Beer,Kegs,Indiranagar,12,20.548178205109256,4.814981928655972,1.0434387446896525,4.907527544235082,43,11,1:0.25:0.30,1049,2122.871385830152,9.85479318791954,87.42707691161078,3.764162036532672,1.87426272990674,4.96689131140524
2479528,2020-06-18 10:14:27,Sour,Pints,Yelahanka,11,16.810331583482572,4.674148179932882,1.0795278082560102,4.743064990468521,46,17,1:0.28:0.28,592,9302.799750987448,7.906854128680424,73.69301379799919,1.0024796737607002,4.246114291944089,4.458116048465235
1954433,2020-08-05 20:06:58,Porter,Bottles,Koramangala,18,23.121195412917995,5.357481863843511,1.0360603674950597,4.608915412371839,44,9,1:0.48:0.20,3752,18335.19047819666,7.652061506035498,84.79604446429207,1.5561608978722703,2.754071485239572,4.5945098877544055
7713756,2020-06-03 18:19:40,Pilsner,Cans,Electronic City,13,20.43161767862936,5.210182608483743,1.0785236006420529,5.230747914225924,58,12,1:0.46:0.28,2502,8764.106384298111,8.939080002511282,89.71420711767766,4.974469837208085,1.60508431375218,3.262916453672496
7081129,2020-07-01 20:05:19,Sour,Bottles,Whitefield,18,18.29941991680827,5.341513048337172,1.0460131185378971,5.151251808451714,34,9,1:0.25:0.22,4933,14806.29964290389,6.661077707405237,85.81330079067624,1.3364834253668656,3.283797075225765,3.8609082337286007
6505180,2020-08-04 19:26:30,Stout,Cans,Malleswaram,19,24.871872959728968,5.114736674447686,1.0600435392261307,4.724745046908275,39,12,1:0.47:0.17,3611,8432.231166285612,9.324114942099522,72.06816037965316,1.8920426002821653,4.680563725017331,2.9860884617520016
4664769,2020-06-13 22:01:19,Pilsner,Pints,Malleswaram,14,24.25441867313775,4.55654014203626,1.0447909816812193,5.165249547351441,42,11,1:0.26:0.13,3016,16587.967077623172,9.25676391887836,85.64560745971733,3.9481639863943383,2.3637440998272576,4.986142138126594
9595446,2020-07-27 05:22:12,Pilsner,Cans,Indiranagar,10,15.69804752861056,5.337299605176325,1.0600831664638766,5.439311542133227,57,9,1:0.24:0.12,3873,9452.431253259778,8.296948268632107,76.56722627542997,1.2566126990779636,2.602274577539263,2.558701564703673
6752705,2020-07-07 22:06:39,Ale,Kegs,Malleswaram,14,24.703361126353958,4.8511431269623495,1.0334021954423924,5.124223402980694,49,15,1:0.21:0.24,3336,7158.124017347459,7.637864349407012,72.45270758195834,3.522259651570087,2.4950138585842208,1.3848450774725607
1990955,2020-05-29 15:38:38,Porter,Pints,Jayanagar,13,22.280005228891664,5.33561142798839,1.037658314201735,5.364582639826345,34,6,1:0.48:0.24,525,9026.124319965496,7.539272429667781,77.27505794486234,3.2781498133098785,2.927902396784042,1.577203342749542
5693667,2020-07-11 00:29:24,Porter,Pints,Malleswaram,13,24.42660557904363,4.788594882664862,1.0637656398002473,5.406391669366416,54,12,1:0.28:0.11,970,6899.937032613235,6.276035926427193,71.17697089225008,2.4813491156837766,4.569858277340661,4.394957570089982
103452,2020-06-29 02:42:01,Porter,Bottles,Malleswaram,15,16.748929174611522,4.854358257316306,1.061461885092402,5.544795939929199,29,15,1:0.27:0.13,1895,5291.637245883438,9.9451118735087,76.18925165083799,4.340489252637784,2.6217354569116345,2.6789267277808624
